Temporal,Predictors,R2_original,Spearman_original,R2_optimized,Spearman_optimized,Best_Params,R2_improvement,Spearman_improvement,Better_Model,Original_Params,Optimized_Params,Best_Performing_Params
Hourly,Base,-0.40052685346544337,0.3597775524269608,0.10311348966396705,0.5247950455573571,"{'kernel': 'rbf', 'C': np.float64(0.10071939224885763), 'epsilon': np.float64(0.2998137970869949), 'cache_size': 1000, 'gamma': np.float64(0.0010024818798680636)}",0.5036403431294104,0.16501749313039632,Optimized,"{'n_estimators': 300, 'max_depth': 6, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'gamma': 0, 'random_state': 42}","{'kernel': 'rbf', 'C': np.float64(0.10071939224885763), 'epsilon': np.float64(0.2998137970869949), 'cache_size': 1000, 'gamma': np.float64(0.0010024818798680636)}","{'kernel': 'rbf', 'C': np.float64(0.10071939224885763), 'epsilon': np.float64(0.2998137970869949), 'cache_size': 1000, 'gamma': np.float64(0.0010024818798680636)}"
Hourly,Lag,-0.31805868935059545,0.46987789203322594,-0.3765920321914571,0.507629068677125,"{'kernel': 'rbf', 'C': np.float64(1.253545277880956), 'epsilon': np.float64(0.11057076452540067), 'cache_size': 1000, 'gamma': np.float64(0.0010069633163243437)}",-0.058533342840861646,0.03775117664389904,Original,"{'n_estimators': 300, 'max_depth': 6, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'gamma': 0, 'random_state': 42}","{'kernel': 'rbf', 'C': np.float64(1.253545277880956), 'epsilon': np.float64(0.11057076452540067), 'cache_size': 1000, 'gamma': np.float64(0.0010069633163243437)}","{'n_estimators': 300, 'max_depth': 6, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'gamma': 0, 'random_state': 42}"
Hourly,Augmented,-0.4100715970471165,0.49000408574068965,-0.8048728465434611,0.03913589188098513,"{'kernel': 'rbf', 'C': np.float64(24.924144971462255), 'epsilon': np.float64(0.12494429525489896), 'cache_size': 1000, 'gamma': np.float64(0.00519552887976611)}",-0.39480124949634465,-0.4508681938597045,Original,"{'n_estimators': 300, 'max_depth': 6, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'gamma': 0, 'random_state': 42}","{'kernel': 'rbf', 'C': np.float64(24.924144971462255), 'epsilon': np.float64(0.12494429525489896), 'cache_size': 1000, 'gamma': np.float64(0.00519552887976611)}","{'n_estimators': 300, 'max_depth': 6, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'gamma': 0, 'random_state': 42}"
Daily,Base,0.4373228859703596,0.8215800171796996,0.14546052595276193,0.6011208596604378,"{'kernel': 'rbf', 'C': np.float64(78.78903328107911), 'epsilon': np.float64(0.2689083594629469), 'cache_size': 1000, 'gamma': 'scale'}",-0.2918623600175977,-0.22045915751926182,Original,"{'n_estimators': 300, 'max_depth': 6, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'gamma': 0, 'random_state': 42}","{'kernel': 'rbf', 'C': np.float64(78.78903328107911), 'epsilon': np.float64(0.2689083594629469), 'cache_size': 1000, 'gamma': 'scale'}","{'n_estimators': 300, 'max_depth': 6, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'gamma': 0, 'random_state': 42}"
Daily,Lag,0.5146688855247596,0.8695372167441927,0.22093689933786564,0.803929970432287,"{'kernel': 'rbf', 'C': np.float64(16.633901623486835), 'epsilon': np.float64(0.024001543877176745), 'cache_size': 1000, 'gamma': np.float64(0.0010010943905027429)}",-0.293731986186894,-0.06560724631190573,Original,"{'n_estimators': 300, 'max_depth': 6, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'gamma': 0, 'random_state': 42}","{'kernel': 'rbf', 'C': np.float64(16.633901623486835), 'epsilon': np.float64(0.024001543877176745), 'cache_size': 1000, 'gamma': np.float64(0.0010010943905027429)}","{'n_estimators': 300, 'max_depth': 6, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'gamma': 0, 'random_state': 42}"
Daily,Augmented,0.42280682754728904,0.8092364388839852,0.12458008503515117,0.8138192980013609,"{'kernel': 'rbf', 'C': np.float64(5.574643089392013), 'epsilon': np.float64(0.020338556511231034), 'cache_size': 1000, 'gamma': np.float64(0.0018432253609512715)}",-0.2982267425121379,0.004582859117375659,Original,"{'n_estimators': 300, 'max_depth': 6, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'gamma': 0, 'random_state': 42}","{'kernel': 'rbf', 'C': np.float64(5.574643089392013), 'epsilon': np.float64(0.020338556511231034), 'cache_size': 1000, 'gamma': np.float64(0.0018432253609512715)}","{'n_estimators': 300, 'max_depth': 6, 'learning_rate': 0.1, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'gamma': 0, 'random_state': 42}"
